날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-04-25","우유(백색우유(200ML,연간))(02)","122kcal","초콜릿(3사교)","286kcal","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","2718.10kcal"
"2021-04-26","밥","363kcal","찹쌀밥","386.34kcal","돼지고기덮밥(05)(06)(10)","760.42kcal","","","2868.52kcal"
"2021-04-26","쇠고기무국(05)(16)","54.03kcal","꼬리곰탕","572.88kcal","콩나물두부국(05)","25.05kcal","","","2868.52kcal"
"2021-04-26","맛김","5.25kcal","감자채볶음","122.71kcal","오이무침","20.25kcal","","","2868.52kcal"
"2021-04-26","고등어순살조림(05)(06)(07)","168.37kcal","골뱅이무침","135.07kcal","배추김치(3~4월)","10.5kcal","","","2868.52kcal"
"2021-04-26","가공우유(바나나맛)(02)","167kcal","깍두기(임가공)","28.75kcal","","","","","2868.52kcal"
"2021-04-26","배추김치(3~4월)","10.5kcal","짜먹는요구르트(02)","38.4kcal","","","","","2868.52kcal"
"2021-04-27","밥","363kcal","스파게티(06)(12)","788.02kcal","오징어덮밥(05)(06)(17)","598.38kcal","","","3392.08kcal"
"2021-04-27","순두부해물찌개(01)(05)(17)","111.88kcal","치킨텐더(01)(06)(15)","603.66kcal","닭곰탕(05)(15)","179.53kcal","","","3392.08kcal"
"2021-04-27","애호박나물(05)(09)","108.75kcal","감자샐러드(01)","220.77kcal","오이양파장아찌(05)(06)","28.37kcal","","","3392.08kcal"
"2021-04-27","멸치매운양념조림(05)(06)","56.22kcal","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","","","3392.08kcal"
"2021-04-27","배추김치(3~4월)","10.5kcal","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림, 떠먹는형","180kcal","","","3392.08kcal"
"2021-04-28","밥","363kcal","카레밥(06)(10)","613.8kcal","잡곡밥","380.35kcal","","","2817.08kcal"
"2021-04-28","쇠고기무국(05)(16)","54.03kcal","된장국(일품용)(05)(06)","61.77kcal","돼지고기김치찌개(05)(06)(10)","87.11kcal","","","2817.08kcal"
"2021-04-28","감자조림(05)(06)","127.23kcal","돈가스(06)(10)","534.51kcal","햄슬라이스야채볶음(10)","183.03kcal","","","2817.08kcal"
"2021-04-28","오징어젓무침(17)","47.69kcal","오이고추장무침(06)","27.63kcal","계란말이(01)","60.53kcal","","","2817.08kcal"
"2021-04-28","배추김치(3~4월)","10.5kcal","깍두기(임가공)","28.75kcal","깍두기(임가공)","28.75kcal","","","2817.08kcal"
"2021-04-28","우유(백색우유(200ML,연간))(02)","122kcal","","","음료수,과일맛","86.4kcal","","","2817.08kcal"
"2021-04-29","밥","363kcal","찰보리밥","386.7kcal","햄치즈버거(01)(02)(06)(10)(12)","1340.31kcal","","","3483.52kcal"
"2021-04-29","고추참치통조림찌개(05)","183.11kcal","호박된장찌개(05)(06)","52.45kcal","우유(백색우유(200ML,연간))(02)","244kcal","","","3483.52kcal"
"2021-04-29","김자반","43kcal","삼겹살구이(05)(06)(10)","716.91kcal","","","","","3483.52kcal"
"2021-04-29","오이고추장무침(06)","27.63kcal","상추/깻잎쌈(05)(06)","56.41kcal","","","","","3483.52kcal"
"2021-04-29","배추김치(3~4월)","10.5kcal","크림수프","0kcal","","","","","3483.52kcal"
"2021-04-29","","","배추김치(3~4월)","10.5kcal","","","","","3483.52kcal"
"2021-04-29","","","컵과일(사과)","49kcal","","","","","3483.52kcal"
"2021-04-30","밥","363kcal","깐풍버섯덮밥(05)(06)(16)","621.66kcal","잡곡밥","380.35kcal","","","2990.10kcal"
"2021-04-30","얼큰북어채국(01)(05)","66.4kcal","두부김치국(05)","43.98kcal","쇠고기미역국(05)(16)","45.06kcal","","","2990.10kcal"
"2021-04-30","맛김","5.25kcal","야채튀김(01)(06)(12)","425.38kcal","닭갈비(05)(06)(15)","328.31kcal","","","2990.10kcal"
"2021-03-31","고등어순살조림(05)(06)(07)","169.65kcal","삼겹살구이(05)(06)(10)","746.91kcal","양념통닭(01)(05)(06)(15)","721.36kcal","","","3592.47kcal"
"2021-03-31","콩나물매운무침(05)","34.05kcal","부추된장샐러드(05)(06)","46.94kcal","배추김치(3~4월)","10.5kcal","","","3592.47kcal"
"2021-03-31","배추김치(3~4월)","10.5kcal","숙성김치","12.5kcal","","","","","3592.47kcal"
"2021-03-31","우유(백색우유(200ML,연간))(02)","122kcal","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","","","3592.47kcal"
"2021-04-01","밥","363kcal","새우버거(01)(06)(09)(12)","1057.75kcal","잡곡밥","380.35kcal","","","2662.53kcal"
"2021-04-01","쇠고기감자국(05)(16)","55.92kcal","우유(백색우유(200ML,연간))(02)","244kcal","들깨미역국(05)","12.08kcal","","","2662.53kcal"
"2021-04-01","계란찜(01)(09)","88.34kcal","","","닭갈비(05)(06)(15)","328.31kcal","","","2662.53kcal"
"2021-04-01","오징어젓무침(17)","47.69kcal","","","상추/깻잎쌈(05)(06)","56.41kcal","","","2662.53kcal"
"2021-04-01","배추김치(3~4월)","10.5kcal","","","배추김치(3~4월)","10.5kcal","","","2662.53kcal"
"2021-04-01","","","","","바나나(3사교)","7.68kcal","","","2662.53kcal"
"2021-04-02","밥","363kcal","삼겹살간장덮밥(01)(05)(06)(10)","1061.15kcal","흑미밥","383.63kcal","","","3170.32kcal"
"2021-04-02","순두부국(05)(09)","42.86kcal","콩나물국(05)","14.24kcal","두부고추장찌개(05)(06)(10)","154.23kcal","","","3170.32kcal"
"2021-04-02","소시지야채볶음(05)(06)(10)","297.03kcal","시금치고추장무침(05)(06)","32kcal","꿔바로우(05)(06)(10)","467.35kcal","","","3170.32kcal"
"2021-04-02","맛김","5.25kcal","백김치","15.12kcal","매쉬포테이토","101.92kcal","","","3170.32kcal"
"2021-04-02","배추김치(3~4월)","10.5kcal","","","배추김치(3~4월)","10.5kcal","","","3170.32kcal"
"2021-04-02","우유(백색우유(200ML,연간))(02)","122kcal","","","한라봉","89.544kcal","","","3170.32kcal"
"2021-04-03","불고기버거(01)(06)(10)(12)","848.9kcal","찰보리밥","386.7kcal","밥","363kcal","","","3099.10kcal"
"2021-04-03","우유(백색우유(200ML,연간))(02)","244kcal","쇠고기무국(05)(16)","54.03kcal","두부맑은국(05)(09)","28.26kcal","","","3099.10kcal"
"2021-04-03","","","돼지고기고추장볶음(05)(06)(10)","530.42kcal","닭볶음탕(05)(06)(15)","268.73kcal","","","3099.10kcal"
"2021-04-03","","","오이무침","20.25kcal","깻잎볶음(05)(06)(10)","282.65kcal","","","3099.10kcal"
"2021-04-03","","","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","","","3099.10kcal"
"2021-04-03","","","사과(후지)","51.156kcal","","","","","3099.10kcal"
"2021-04-04","밥","363kcal","잡곡밥","380.35kcal","밥","363kcal","","","2649.66kcal"
"2021-04-04","버섯된장찌개(05)(06)","46.83kcal","두부김치국(05)","43.98kcal","감자호박국(05)(09)","33.06kcal","","","2649.66kcal"
"2021-04-04","생선묵고추장볶음(05)(06)","195.87kcal","궁중닭찜(05)(06)(15)","314.22kcal","현동낙지볶음(05)(06)","255.34kcal","","","2649.66kcal"
"2021-04-04","배추된장무침(05)(06)","33.38kcal","콩나물무침(05)","33.29kcal","계란찜(01)(09)","88.34kcal","","","2649.66kcal"
"2021-04-04","깍두기(임가공)","28.75kcal","깍두기(임가공)","28.75kcal","배추김치(3~4월)","10.5kcal","","","2649.66kcal"
"2021-04-04","우유(백색우유(200ML,연간))(02)","122kcal","주스,카프리썬 오렌지(200ml,파우치)","60kcal","건빵(야채맛)","249kcal","","","2649.66kcal"
"2021-04-05","밥","363kcal","짬뽕밥(05)(06)(09)(10)(17)","634.72kcal","잡곡밥","380.35kcal","","","3231.29kcal"
"2021-04-05","돼지고기김치찌개(05)(06)(10)","87.11kcal","콩나물국(05)","14.24kcal","조개국(01)(05)","74.39kcal","","","3231.29kcal"
"2021-04-05","맛김","5.25kcal","비엔나소시지야채볶음(10)(12)","284.26kcal","까르보나라떡볶이(10)","310.21kcal","","","3231.29kcal"
"2021-04-05","고등어순살조림(05)(06)(07)","168.37kcal","배추김치(3~4월)","10.5kcal","닭강정(01)(05)(06)(15)","662.64kcal","","","3231.29kcal"
"2021-04-05","가공우유(딸기맛)(02)","116kcal","복숭아 주스(340㎖/캔)","81kcal","배추김치(3~4월)","10.5kcal","","","3231.29kcal"
"2021-04-05","깍두기(임가공)","28.75kcal","","","","","","","3231.29kcal"
"2021-04-06","밥","363kcal","흑미밥","383.63kcal","밥","363kcal","","","2790.41kcal"
"2021-04-06","쇠고기미역국(05)(16)","45.06kcal","생선묵국(05)(06)","72.74kcal","콩나물무채국(05)","27.04kcal","","","2790.41kcal"
"2021-04-06","오징어볶음(05)(06)(17)","240.7kcal","돼지갈비찜(01)(05)(06)(10)(12)","457.64kcal","쇠고기불고기(05)(06)(16)","243.43kcal","","","2790.41kcal"
"2021-04-06","무나물(05)(06)","53.67kcal","감자샐러드(01)","220.77kcal","꽈리고추멸치볶음(05)(06)","81.72kcal","","","2790.41kcal"
"2021-04-06","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","","","2790.41kcal"
"2021-04-06","","","우유(백색우유(200ML,연간))(02)","122kcal","포도 주스(180㎖/캔)","84.51kcal","","","2790.41kcal"
"2021-04-07","밥","363kcal","콩나물밥(05)(06)","408.31kcal","잡곡밥","380.35kcal","","","2782.90kcal"
"2021-04-07","매운버섯국(05)(06)","50.92kcal","쇠고기육개장(01)(05)(06)(16)","141.06kcal","무청시래기국(05)(06)","42.26kcal","","","2782.90kcal"
"2021-04-07","애호박나물(05)(09)","108.75kcal","두부김치(05)(10)","385.08kcal","오리불고기(05)(06)","374.87kcal","","","2782.90kcal"
"2021-04-07","닭고기감자조림(05)(06)(15)","290.36kcal","깍두기(임가공)","28.75kcal","오이부추무침","22.19kcal","","","2782.90kcal"
"2021-04-07","배추김치(3~4월)","10.5kcal","","","배추김치(3~4월)","10.5kcal","","","2782.90kcal"
"2021-04-07","우유(백색우유(200ML,연간))(02)","122kcal","","","감귤 주스(340㎖/ 페트)","44kcal","","","2782.90kcal"
"2021-04-08","밥","363kcal","현미밥","395.67kcal","밥","363kcal","","","2902.14kcal"
"2021-04-08","쇠고기미역국(05)(16)","45.06kcal","시금치된장국(05)(06)(18)","50.31kcal","배추된장국(05)(06)","36.74kcal","","","2902.14kcal"
"2021-04-08","비엔나소시지케찹볶음(10)(12)","332.79kcal","미트볼양념조림(01)(05)(06)(10)(12)","510.62kcal","돼지불고기(05)(06)(10)","488.89kcal","","","2902.14kcal"
"2021-04-08","맛김","5.25kcal","풋마늘양념무침(06)(17)","70.02kcal","콩나물무침(05)","33.29kcal","","","2902.14kcal"
"2021-04-08","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","","","2902.14kcal"
"2021-04-08","우유(백색우유(200ML,연간))(02)","122kcal","딸기,신선형(딸기(34월))","54kcal","","","","","2902.14kcal"
"2021-04-09","밥","363kcal","비빔밥(05)(06)(16)","638.48kcal","현미밥","395.67kcal","","","2979.64kcal"
"2021-04-09","쇠고기콩나물국(05)(16)","64.65kcal","달래된장국(05)(06)","56.83kcal","오징어찌개(05)(06)(17)","67.37kcal","","","2979.64kcal"
"2021-04-09","계란찜(01)(09)","88.34kcal","순두부양념장(추가)(05)(06)","74.89kcal","감자채볶음","122.71kcal","","","2979.64kcal"
"2021-04-09","두부매운조림(05)(06)","134.84kcal","파김치","21.24kcal","양념통닭(01)(05)(06)(15)","730.37kcal","","","2979.64kcal"
"2021-04-09","깍두기(임가공)","28.75kcal","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(3~4월)","10.5kcal","","","2979.64kcal"
"2021-04-09","","","","","주스,카프리썬 사과(200ml,파우치)","60kcal","","","2979.64kcal"
"2021-04-10","핫도그빵(01)(06)(10)(12)","827.74kcal","현미밥","395.67kcal","밥","363kcal","","","2984.56kcal"
"2021-04-10","우유(백색우유(200ML,연간))(02)","244kcal","계란국(01)(05)","72.73kcal","순두부해물찌개(01)(05)(17)","111.88kcal","","","2984.56kcal"
"2021-04-10","","","오삼불고기(05)(06)(10)(17)","442.53kcal","궁중떡볶이(05)(06)(16)","420.35kcal","","","2984.56kcal"
"2021-04-10","","","배추된장무침(05)(06)","33.38kcal","콩나물매운무침(05)(06)","34.03kcal","","","2984.56kcal"
"2021-04-10","","","깍두기(임가공)","28.75kcal","배추김치(3~4월)","10.5kcal","","","2984.56kcal"
"2021-04-11","밥1","181.5kcal","찰보리밥","386.7kcal","밥","363kcal","","","2749.67kcal"
"2021-04-11","만두국(01)(05)(06)(10)","461.92kcal","된장국(일품용)(05)(06)","61.77kcal","감자양파찌개(05)(06)","72.58kcal","","","2749.67kcal"
"2021-04-11","맛김","5.25kcal","치즈불닭(05)(06)(15)","343.82kcal","오징어채간장볶음(01)(05)(06)(17)","87.88kcal","","","2749.67kcal"
"2021-04-11","오징어젓무침(17)","47.69kcal","양배추쌈(05)(06)","53.64kcal","돼지고기고추장볶음(05)(06)(10)","530.42kcal","","","2749.67kcal"
"2021-04-11","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","","","2749.67kcal"
"2021-04-11","우유(백색우유(200ML,연간))(02)","122kcal","주스,프레주한라봉 제주감귤(240ml,캔)","","","","","","2749.67kcal"
"2021-04-12","밥","363kcal","닭고기덮밥(01)(05)(06)(15)","631.92kcal","현미밥","395.67kcal","","","3213.60kcal"
"2021-04-12","계란국(01)(05)","72.73kcal","어묵김칫국(05)(06)","71.74kcal","소시지찌개(05)(06)(10)","222.19kcal","","","3213.60kcal"
"2021-04-12","멸치볶음(05)(06)","80.52kcal","오이무침","20.25kcal","생선가스(01)(06)","544.7kcal","","","3213.60kcal"
"2021-04-12","두부김치(05)(10)","385.08kcal","파김치","21.24kcal","게맛살샐러드(01)","158.8kcal","","","3213.60kcal"
"2021-04-12","깍두기(임가공)","28.75kcal","","","배추김치(3~4월)","10.5kcal","","","3213.60kcal"
"2021-04-12","우유(백색우유(200ML,연간))(02)","122kcal","","","포도 주스(180㎖/캔)","84.51kcal","","","3213.60kcal"
"2021-04-13","밥","363kcal","자장면(05)(06)(10)","803.2kcal","찹쌀밥","386.34kcal","","","2774.47kcal"
"2021-04-13","쇠고기감자국(05)(16)","55.92kcal","짬뽕찌개(05)(06)(17)","96.95kcal","배추된장국(05)(06)","36.74kcal","","","2774.47kcal"
"2021-04-13","오징어채볶음(01)(05)(06)(17)","118.86kcal","단무지무침","19.09kcal","제육볶음(05)(06)(10)","540.99kcal","","","2774.47kcal"
"2021-04-13","계란찜(01)(09)","88.34kcal","배추김치(3~4월)","10.5kcal","콩나물무침(05)","33.29kcal","","","2774.47kcal"
"2021-04-13","배추김치(3~4월)","10.5kcal","주스,카프리썬 사과(200ml,파우치)","60kcal","깍두기(임가공)","28.75kcal","","","2774.47kcal"
"2021-04-13","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2774.47kcal"
"2021-04-14","밥","363kcal","찰보리밥","386.7kcal","밥","363kcal","","","2583.94kcal"
"2021-04-14","순두부찌개(01)(05)(06)(10)","146.68kcal","된장국(일품용)(05)(06)","61.77kcal","들깨미역국(05)","12.08kcal","","","2583.94kcal"
"2021-04-14","맛김","5.25kcal","생선묵볶음(05)(06)","159.21kcal","새송이버섯야채볶음(05)(06)","69.91kcal","","","2583.94kcal"
"2021-04-14","삼치순살조림(05)(06)","113.94kcal","코다리콩나물찜(05)(06)","116.33kcal","1.5소스 깐풍기(01)(05)(06)(15)","568.57kcal","","","2583.94kcal"
"2021-04-14","배추김치(3~4월)","10.5kcal","가공우유(초코맛)(02)","126kcal","배추김치(3~4월)","10.5kcal","","","2583.94kcal"
"2021-04-14","","","배추김치(3~4월)","10.5kcal","주스,카프리썬 오렌지(200ml,파우치)","60kcal","","","2583.94kcal"
"2021-04-15","밥","363kcal","잡채밥(05)(06)(10)","751.43kcal","햄치즈버거(01)(02)(06)(10)(12)","1340.31kcal","","","3440.53kcal"
"2021-04-15","팽이버섯국(05)(06)","43.42kcal","꽃게탕(05)(06)","96.16kcal","컵과일(대추방울토마토)","17kcal","","","3440.53kcal"
"2021-03-16","돼지고기감자조림(05)(06)(10)","287.56kcal","계란찜(01)(09)","88.34kcal","꿔바로우(05)(06)(10)","455.8kcal","","","2868.12kcal"
"2021-03-16","오징어젓무침(17)","49.24kcal","배추김치(3~4월)","10.5kcal","매쉬포테이토","102.1kcal","","","2868.12kcal"
"2021-03-16","배추김치(3~4월)","10.5kcal","한라봉","89.544kcal","배추김치(3~4월)","10.5kcal","","","2868.12kcal"
"2021-03-16","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2868.12kcal"
"2021-03-17","밥","363kcal","잡곡밥","380.35kcal","밥","363kcal","","","2799.98kcal"
"2021-03-17","돼지고기고추장찌개(05)(06)(10)","157.01kcal","꽃게탕(05)(06)","83.98kcal","무청시래기국(05)(06)","42.41kcal","","","2799.98kcal"
"2021-03-17","맛김","5.25kcal","오리깻잎불고기(05)(06)","364.25kcal","두부김치(05)(10)","368.26kcal","","","2799.98kcal"
"2021-03-17","삼치순살조림(05)(06)","124.41kcal","오이부추무침","25.45kcal","감자채볶음","116.56kcal","","","2799.98kcal"
"2021-03-17","배추김치(3~4월)","10.5kcal","숙성김치","12.5kcal","깍두기(임가공)","28.75kcal","","","2799.98kcal"
"2021-03-17","우유(백색우유(200ML,연간))(02)","122kcal","견과, 혼합식","136.3kcal","오렌지 주스(200㎖/팩)","96kcal","","","2799.98kcal"
"2021-03-18","밥","363kcal","자장면(05)(06)(10)","803.2kcal","찹쌀밥","386.34kcal","","","3038.33kcal"
"2021-03-18","쇠고기감자국(05)(16)","62.42kcal","짬뽕찌개(05)(06)(17)","93.16kcal","시금치된장국(05)(06)(18)","53.81kcal","","","3038.33kcal"
"2021-03-18","꽈리고추멸치볶음(05)(06)","81.72kcal","만두튀김(01)(05)(06)(10)","529.61kcal","닭볶음탕(05)(06)(15)","270.78kcal","","","3038.33kcal"
"2021-03-18","애호박나물(05)(09)","81.13kcal","단무지","11.16kcal","오이무침","20.25kcal","","","3038.33kcal"
"2021-03-18","깍두기(임가공)","28.75kcal","배추김치(3~4월)","10.5kcal","배추김치(3~4월)","10.5kcal","","","3038.33kcal"
"2021-03-18","우유(백색우유(200ML,연간))(02)","122kcal","딸기,신선형(딸기(34월))","54kcal","유산균 발효 음료(02)","56kcal","","","3038.33kcal"
"2021-03-19","밥","363kcal","돼지고기덮밥(05)(06)(10)","761.82kcal","햄치즈버거(01)(02)(06)(10)(12)","1306.07kcal","","","3027.31kcal"
"2021-03-19","돼지고기김치찌개(05)(06)(10)","84.99kcal","패주미역국(18)","27.12kcal","양파볶음(05)(06)","42.52kcal","","","3027.31kcal"
"2021-03-19","생선묵조림(05)(06)","91.59kcal","시금치무침(05)(06)","20.7kcal","우유(백색우유(200ML,연간))(02)","244kcal","","","3027.31kcal"
"2021-03-19","무생채","43.12kcal","배추김치(3~4월)","10.5kcal","","","","","3027.31kcal"
"2021-03-19","배추김치(3~4월)","10.5kcal","방울토마토(비생산기)(12)","21.384kcal","","","","","3027.31kcal"
"2021-03-20","밥","363kcal","잡곡밥","380.35kcal","밥","363kcal","","","2578.10kcal"
"2021-03-20","생선묵국(05)(06)","65.68kcal","들깨미역국(05)","11.03kcal","계란국(01)(05)","72.73kcal","","","2578.10kcal"
